cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"3931","10999","933256","2067007","ALERUS FINANCIAL, NATIONAL ASSOCIATION","Grand Forks","ND","58201","6/30/2020","8/17/2020","N","401 Demers Ave.","ALERUS FINANCIAL CORP","17","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","2527305","2527305","2387893","0","139087","325","0","0","","418715","194531","2108590","1828886","75973","203730","2332774","775044","1752261","2474731","984192","26653","0","0","0","",""
"13080","0","585235","1201989","ALGONQUIN STATE BANK","Algonquin","IL","60102","6/30/2020","8/17/2020","NM","2400 Huntington Dr. N.","FIRST ALGONQUIN CO","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","11/27/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","126098","126098","108518","0","17580","0","0","0","","57207","34467","68891","26253","30658","11979","91631","34467","91631","124697","104442","4914","0","0","0","",""
"20093","16002","25357","","ALL AMERICA BANK","Oklahoma City","OK","73128","6/30/2020","8/17/2020","NM","200 S. Rockwell Ave.","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.allamerica.bank","425665","425665","405163","588","19914","0","0","0","","51070","12461","374595","52680","237268","84647","413204","71297","354368","416280","386303","8950","0","0","0","",""
"58629","0","3579589","3744239","ALLEGIANCE BANK","Houston","TX","77040","6/30/2020","8/17/2020","NM","8727 W. Sam Houston Pkwy. N.","ALLEGIANCE BANCSHARES INC","28","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","4722709","4722709","4161088","0","492853","68768","0","0","","177552","177552","4545157","3138034","106330","1300793","4545157","1776127","2946582","4119177","2154970","32834","393177","203728","0","",""
"197","9807","493741","1138405","ALLIANCE BANK","Francesville","IN","47946","6/30/2020","8/17/2020","NM","101 W. Montgomery St.","ALLIANCE BCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","286836","286836","239327","0","47508","0","0","0","","122331","53043","164504","49662","75342","39500","233792","68543","218293","277936","242822","5061","0","0","0","",""
"11569","10383","176464","2127068","ALLIANCE BANK","Sulphur Springs","TX","75482","6/30/2020","8/17/2020","NM","100 Jefferson St W","ALLIANCE BANCSHARES INC","16","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","4/22/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","904836","904836","797092","10","107588","146","0","0","","315756","245458","589080","340077","97207","151796","659378","245457","659379","880078","645438","23995","0","0","0","",""
"34930","0","2694944","2695727","ALLIANCE BANK","Topeka","KS","66614","6/30/2020","8/17/2020","NM","3001 S.W. Wanamaker Rd.","NEW MILLENNIUM BANKSHARES INC","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","114265","114265","112114","0","1361","790","0","0","","44183","40850","70082","27623","5340","37119","73415","40850","73415","106316","87822","3243","0","0","764","",""
"12511","11730","21658","1126082","ALLIANCE BANK","Mondovi","WI","54755","6/30/2020","8/17/2020","NM","245 S. Eau Claire St.","GEBSCO INC","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","10/1/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","169819","169819","161762","5","8052","0","0","0","","80748","29248","89071","9629","25710","53732","140571","29248","140571","161480","157969","16261","3","3","0","",""
"10973","12291","166652","1127146","ALLIANCE BANK","Lake City","MN","55041","6/30/2020","8/17/2020","NM","105 E. Lyon Ave.","ALLIANCE FINL SERVICES INC","7","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","627050","627050","599878","0","25959","1213","0","0","","290513","233953","336537","161759","35549","139228","393097","233957","393093","572911","412316","9735","12000","12000","0","",""
"34566","0","2619714","3253629","ALLIANCE BANK","Cape Girardeau","MO","63701","6/30/2020","8/17/2020","NM","217 N. Kingshighway","ALLIANCE BANCSHARES INC","5","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","224537","224537","202883","0","20412","1242","0","0","","130048","37758","94489","23755","25244","45491","186779","37758","186779","218235","200084","4266","0","0","0","",""
"57733","0","3276543","5216570","ALLIANCE BANK & TRUST COMPANY","Gastonia","NC","28054","6/30/2020","8/17/2020","NM","292 W. Main Ave","PBD HOLDINGS LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.alliancebanknc.com","163730","163730","162829","0","901","0","0","0","","82395","82395","81335","54876","9408","17052","81335","59436","104294","159386","107011","2552","0","0","0","",""
"15657","0","601658","3615441","ALLIANCE BANK CENTRAL TEXAS","Waco","TX","76710","6/30/2020","8/17/2020","NM","4721 Bosque Blvd","ABCT HOLDINGS INC","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/5/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","298403","298403","245336","0","52815","252","0","0","","114381","85167","184022","95177","12026","76819","213236","85562","212841","252396","162249","4693","0","0","0","",""
"9631","0","924937","1406971","ALLIANCE COMMUNITY BANK","Petersburg","IL","62675","6/30/2020","8/17/2020","NM","321 N. 6th St.","AC BCORP INC","4","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.bankacb.com","251575","251575","222091","2","29482","0","0","0","","110109","47780","141466","17326","64156","59983","203795","48593","202982","247515","224381","13222","0","0","0","",""
"1946","11748","35057","2352253","ALLIANT BANK","Madison","MO","65263","6/30/2020","8/17/2020","NM","101 E. Broadway","NEMO BANCSHARES INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","154479","154479","126282","0","9787","18410","0","0","","78660","44622","75819","20703","14801","40315","109857","45516","108963","149002","133554","1752","1668","1169","9694","",""
"55130","0","2140348","3051580","ALLIED FIRST BANK,SB","Oswego","IL","60543","6/30/2020","8/17/2020","SB","3201 Orchard Rd","ALLIED FIRST BCORP INC","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","104377","104377","90884","0","975","12518","0","0","","42785","34752","61592","23486","17492","20614","69625","35180","69196","94647","95226","2587","7188","7188","0","",""
"4051","0","146056","3176559","ALLNATIONS BANK","Calumet","OK","73014","6/30/2020","8/17/2020","SM","114 E. Main St.","ALLNATIONS BCORP INC","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","41612","41612","31016","0","10596","0","0","0","","33197","5819","8415","2778","2988","2648","35793","5819","35793","41612","28236","655","0","0","0","",""
"57803","0","3284070","1562859","ALLY BANK","Sandy","UT","84070","6/30/2020","8/17/2020","SM","200 W. Civic Ctr. Dr.","ALLY FINANCIAL INC","1","0","0","9","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","133681000","133681000","133681000","0","0","0","0","0","0","5416000","2645000","128265000","6111000","63813000","58341000","131036000","192000","133489000","109925000","120635000","4206000","15088000","15088000","5419000","0","0"
"58424","0","3633173","","ALMA BANK","Astoria","NY","11102","6/30/2020","8/17/2020","NM","28-31 31st St.","","12","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","1097411","1097411","1089871","0","460","7080","0","0","","312080","281611","785331","174186","83626","527519","815800","290536","806874","940482","864751","36544","119581","119581","6574","",""
"15426","0","224552","5188060","ALMENA STATE BANK","Almena","KS","67622","6/30/2020","8/17/2020","NM","500 Main St.","ALMENA INVESTMENTS LLC","2","0","0","2","1","Norton","","","1/1/1934","10/3/1936","2/4/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","68698","68698","28794","0","1752","38152","0","0","","18099","14693","50599","1058","4203","45338","54005","16142","52556","67174","65869","139","18714","0","7550","",""
"23091","10415","260055","1061679","ALPINE BANK","Glenwood Springs","CO","81601","6/30/2020","8/17/2020","NM","2200 Grand Ave.","ALPINE BANKS OF COLORADO","46","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","4133963","4133963","3871683","48","254666","7566","0","0","","440853","353271","3693110","3343930","132566","216614","3780692","1533927","2600036","4018703","2447926","21125","80679","80679","0","",""
"35377","0","2889227","","ALPINE CAPITAL BANK","New York","NY","10019","6/30/2020","8/17/2020","NM","680 5th Ave, 7th Fl.","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","https://www.alpinecapitalbank.com","199009","199009","195795","0","2740","474","0","0","","100026","76906","98983","67749","1215","30019","122103","76906","122103","171490","75702","534","8997","8997","0","",""
"12773","10791","984379","2748995","ALTABANK","American Fork","UT","84003","6/30/2020","8/17/2020","NM","33 E. Main St.","ALTABANCORP","28","0","1","4","0","Utah","39340","Provo-Orem, UT","1/1/1913","1/1/1934","11/12/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","www.altabank.com","2617739","2617739","2508725","0","104790","4224","0","0","","507568","507567","2110171","452027","1484796","173348","2110172","985455","1632284","2572384","1481795","38149","0","0","0","",""
"19590","0","199436","1081510","ALTAMAHA BANK AND TRUST COMPANY","Vidalia","GA","30474","6/30/2020","8/17/2020","NM","206 Jackson St.","ALTAMAHA BANCSHARES INC","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.altamaha.bank","182306","182306","162499","0","19682","125","0","0","","104330","104330","77976","0","22546","55430","77976","60782","121524","169587","145689","7658","125","125","0","",""
"8276","0","881441","1491548","ALTON BANK","Alton","MO","65606","6/30/2020","8/17/2020","NM","26 Court Sq.","ALTON BANCSHARES INC","3","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/17/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","63941","63941","53639","0","10302","0","0","0","","18485","12158","45456","19700","5388","20368","51783","12184","51757","61816","51613","1630","1514","0","0","",""
"27711","153","777870","","ALTOONA FIRST SAVINGS BANK","Altoona","PA","16603","6/30/2020","8/17/2020","SB","203 N. Logan Blvd.","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","220485","220485","220485","0","0","0","0","0","","65607","65607","154878","4074","52626","98178","154878","44215","176270","205671","213135","15596","0","0","0","",""
"9465","9767","246956","3822687","ALVA STATE BANK & TRUST COMPANY","Alva","OK","73717","6/30/2020","8/17/2020","NM","518 College Ave.","GRACE INV CO INC ESOP THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","358989","358989","316258","0","29937","12794","0","0","","152786","87996","206203","17408","61454","127341","270993","98939","260050","334545","289689","6488","0","0","11645","",""
"622","9297","661308","4400336","AMALGAMATED BANK","New York","NY","10001","6/30/2020","8/17/2020","NM","275 7th Ave","WORKERS UNITED","12","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","5882809","5882809","5825834","0","50000","6975","0","0","","213346","43862","5669463","4963333","342477","363654","5838947","3101486","2781323","5810897","2024588","39124","16490","13208","2071","",""
"903","10892","397531","1020676","AMALGAMATED BANK OF CHICAGO","Chicago","IL","60602","6/30/2020","8/17/2020","NM","30 N. Lasalle St.","AMALGAMATED INVESTMENTS CO","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","810394","810394","712516","0","97878","0","0","0","","85418","80328","724976","597360","63306","64310","730066","482989","327405","758416","224797","1909","10069","10069","0","",""
"14531","10978","353555","1107205","AMARILLO NATIONAL BANK","Amarillo","TX","79101","6/30/2020","8/17/2020","N","410 S Taylor","AMARILLO NATIONAL BCORP INC","32","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","5869873","5869873","5555264","0","187134","127475","0","0","","1341869","1132679","4528004","3038374","436690","1052939","4737194","675479","5194394","5401153","3149703","120624","62485","62485","0","",""
"28701","2179","206174","","AMBLER SAVINGS BANK","Ambler","PA","19002","6/30/2020","8/17/2020","SB","155 E Butler Ave","","10","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","349055","349055","306357","2","41753","943","0","0","","88996","88996","260059","45452","85919","128688","260059","50165","298890","333225","286580","34814","0","0","0","",""
